query,entrezgene,name,symbol,alias,taxid,MGI
80751,80751,ring finger protein 34,Rnf34,RIFF,10090,MGI:2153340
73469,73469,ring finger protein 38,Rnf38,"1700065B19Rik, 2610202O07Rik, Oip1",10090,MGI:1920719
386454,386454,ring finger protein 39,Rnf39,"Gm1786, Gm1787, Gm320, LIRF",10090,MGI:2156378
19822,19822,ring finger protein 4,Rnf4,"Gtrgeo8, SNURF",10090,MGI:1201691
233900,233900,ring finger protein 40,Rnf40,"BRE1-B, mKIAA0661",10090,MGI:2142048
67588,67588,ring finger protein 41,Rnf41,"2210404G21Rik, 4930511A05Rik, 4933415P08Rik, D10Ertd722e, FLRF",10090,MGI:1914838
207742,207742,ring finger protein 43,Rnf43,4732452J19Rik,10090,MGI:2442609
105239,105239,ring finger protein 44,Rnf44,mKIAA1100,10090,MGI:2145310
54197,54197,ring finger protein 5,Rnf5,"2410131O05Rik, NG2",10090,MGI:1860076
74132,74132,ring finger protein (C3H2C3 type) 6,Rnf6,"1200013I08Rik, 5730419H05Rik",10090,MGI:1921382
19823,19823,ring finger protein 7,Rnf7,"Rbx2, SAG",10090,MGI:1337096
58230,58230,ring finger protein 8,Rnf8,"3830404E21Rik, AIP37, laXp180",10090,MGI:1929069
76892,76892,"ring finger protein, transmembrane 1",Rnft1,0610013E23Rik,10090,MGI:1924142
269695,269695,"ring finger protein, transmembrane 2",Rnft2,"B830028P19Rik, Tmem118",10090,MGI:2442859
24018,24018,RNA guanylyltransferase and 5'-phosphatase,Rngtt,"HCE, MCE1",10090,MGI:1329041
107702,107702,ribonuclease/angiogenin inhibitor 1,Rnh1,RNH,10090,MGI:1195456
67795,67795,"renalase, FAD-dependent amine oxidase",Rnls,"6530404N21Rik, C10orf59",10090,MGI:1915045
67897,67897,RNA (guanine-7-) methyltransferase,Rnmt,"2610002P10Rik, Rg7mt1, mKIAA0398",10090,MGI:1915147
67225,67225,"RNA-binding region (RNP1, RRM) containing 3",Rnpc3,"2810441O16Rik, C030014B17Rik",10090,MGI:1914475
215615,215615,arginyl aminopeptidase (aminopeptidase B),Rnpep,,10090,MGI:2384902
108657,108657,arginyl aminopeptidase (aminopeptidase B)-like 1,Rnpepl1,1110014H17Rik,10090,MGI:1914170
19826,19826,RNA binding protein with serine rich domain 1,Rnps1,,10090,MGI:97960
353373,353373,U11 small nuclear RNA,Rnu11,"MBII-407, Mirn801, mir-801, mmu-mir-801",10090,MGI:2148804
104307,104307,"RNA U12, small nuclear",Rnu12,,10090,MGI:1336893
19845,19845,U1b2 small nuclear RNA,Rnu1b2,pU1.2,10090,MGI:104624
20822,20822,"Ro60, Y RNA binding protein",Ro60,"1810007I17Rik, A530054J02Rik, SS-A/Ro, Ssa, Ssa2",10090,MGI:106652
19876,19876,roundabout guidance receptor 1,Robo1,"DUTT1, Gm310",10090,MGI:1274781
268902,268902,roundabout guidance receptor 2,Robo2,"2600013A04Rik, 9430089E08Rik, D230004I22Rik, mKIAA1568",10090,MGI:1890110
19649,19649,roundabout guidance receptor 3,Robo3,"Rbig1, Rig-1, Rig1, Robo3a, Robo3b",10090,MGI:1343102
74144,74144,roundabout guidance receptor 4,Robo4,1200012D01Rik,10090,MGI:1921394
19877,19877,Rho-associated coiled-coil containing protein kinase 1,Rock1,"1110055K06Rik, Rock-I",10090,MGI:107927
19878,19878,Rho-associated coiled-coil containing protein kinase 2,Rock2,"B230113H15Rik, ROKalpha, Rho-kinase, Rock-II, Rock2m",10090,MGI:107926
66049,66049,rogdi homolog,Rogdi,"0610011C19Rik, Lzf",10090,MGI:1913299
19881,19881,rod outer segment membrane protein 1,Rom1,"M101156, Rgsc1156, Rom-1, Rosp1, Tspan23",10090,MGI:97998
67067,67067,reactive oxygen species modulator 1,Romo1,2010100O12Rik,10090,MGI:1914317
76378,76378,"ropporin, rhophilin associated protein 1",Ropn1,"1700008N21Rik, ODF6, RHPNAP1, Rppn, ropporin",10090,MGI:1923628
252967,252967,ropporin 1-like,Ropn1l,"ASP, Akapasp",10090,MGI:2182357
26563,26563,receptor tyrosine kinase-like orphan receptor 1,Ror1,"2810404D04Rik, Ntrkr1",10090,MGI:1347520
26564,26564,receptor tyrosine kinase-like orphan receptor 2,Ror2,Ntrkr2,10090,MGI:1347521
19883,19883,RAR-related orphan receptor alpha,Rora,"9530021D13Rik, Nr1f1, ROR1, ROR2, ROR3",10090,MGI:104661
225998,225998,RAR-related orphan receptor beta,Rorb,"Nr1f2, RZR-beta, RZRB, Rorbeta, hstp",10090,MGI:1343464
19885,19885,RAR-related orphan receptor gamma,Rorc,"Nr1f3, RORgamma, TOR, Thor",10090,MGI:104856
19886,19886,Ros1 proto-oncogene,Ros1,"Ros-1, c-ros",10090,MGI:97999
19888,19888,retinitis pigmentosa 1 (human),Rp1,"Dcdc3, Gm38717, Orp1, Rp1h, mG145",10090,MGI:1341105
271209,271209,retinitis pigmentosa 1 homolog like 1,Rp1l1,"Dcdc4, Rp1hl1",10090,MGI:2384303
19889,19889,retinitis pigmentosa 2 homolog,Rp2,Rp2h,10090,MGI:1277953
55934,55934,retinitis pigmentosa 9 (human),Rp9,"PAP-1, Rp9h",10090,MGI:2157166
68275,68275,replication protein A1,Rpa1,"5031405K23Rik, 70kDa, RF-A, RP-A, Rpa",10090,MGI:1915525
19891,19891,replication protein A2,Rpa2,"RPA34, Rf-A2",10090,MGI:1339939
68240,68240,replication protein A3,Rpa3,"14kDa, C330026P08Rik",10090,MGI:1915490
69723,69723,RPA interacting protein,Rpain,"2400006N03Rik, Rip",10090,MGI:1916973
68925,68925,RNA polymerase II associated protein 1,Rpap1,"1190005L06Rik, A730023M06Rik, mKIAA1403",10090,MGI:1916175
231571,231571,RNA polymerase II associated protein 2,Rpap2,,10090,MGI:2141142
71919,71919,RNA polymerase II associated protein 3,Rpap3,"2310042P20Rik, D15Ertd682e",10090,MGI:1277218
66646,66646,ribulose-5-phosphate-3-epimerase,Rpe,"2810429B02Rik, 5730518J08Rik",10090,MGI:1913896
19892,19892,retinal pigment epithelium 65,Rpe65,"65kDa, A930029L06Rik, LCA2, Mord1, RP20",10090,MGI:98001
70285,70285,ribosome production factor 1 homolog,Rpf1,"2210420E24Rik, 2310066N05Rik, Bxdc5",10090,MGI:1917535
67239,67239,ribosome production factor 2 homolog,Rpf2,"2810470K21Rik, Bxdc1",10090,MGI:1914489
19893,19893,retinitis pigmentosa GTPase regulator,Rpgr,"Rd9, Rp3h",10090,MGI:1344037
77945,77945,retinitis pigmentosa GTPase regulator interacting protein 1,Rpgrip1,"0610005A07Rik, 4930401L23Rik, 4930505G06Rik, A930002K18Rik, nmf247",10090,MGI:1932134
244585,244585,Rpgrip1-like,Rpgrip1l,"1700047E16Rik, 4931437C01, Ftm, Nphp8",10090,MGI:1920563
19894,19894,rabphilin 3A,Rph3a,2900002P20Rik,10090,MGI:102788
380714,380714,rabphilin 3A-like (without C2 domains),Rph3al,"Gm1753, Noc2",10090,MGI:1923492
19895,19895,ribose 5-phosphate isomerase A,Rpia,RPI,10090,MGI:103254
110954,110954,ribosomal protein L10,Rpl10,"D0HXS648, DXHXS648, DXHXS648E, QM, QM16",10090,MGI:105943
19896,19896,ribosomal protein L10A,Rpl10a,"CsA-19, Nedd6",10090,MGI:1343877
238217,238217,ribosomal protein L10-like,Rpl10l,EG238217,10090,MGI:3647985
67025,67025,ribosomal protein L11,Rpl11,2010203J19Rik,10090,MGI:1914275
269261,269261,ribosomal protein L12,Rpl12,E430018F03,10090,MGI:98002
270106,270106,ribosomal protein L13,Rpl13,"A52, L13",10090,MGI:105922
22121,22121,ribosomal protein L13A,Rpl13a,"1810026N22Rik, Tstap198-7, tum-antigen",10090,MGI:1351455
67115,67115,ribosomal protein L14,Rpl14,"3100001N19Rik, CAG-ISL-7, CTG-B33, L14",10090,MGI:1914365
66480,66480,ribosomal protein L15,Rpl15,2510008H07Rik,10090,MGI:1913730
319195,319195,ribosomal protein L17,Rpl17,,10090,MGI:2448270
19899,19899,ribosomal protein L18,Rpl18,"L18, Rpl18a",10090,MGI:98003
76808,76808,ribosomal protein L18A,Rpl18a,2510019J09Rik,10090,MGI:1924058
19921,19921,ribosomal protein L19,Rpl19,,10090,MGI:98020
19933,19933,ribosomal protein L21,Rpl21,"8430440E03Rik, L21",10090,MGI:1278340
19934,19934,ribosomal protein L22,Rpl22,2700038K18Rik,10090,MGI:99262
68028,68028,ribosomal protein L22 like 1,Rpl22l1,3110001N18Rik,10090,MGI:1915278
65019,65019,ribosomal protein L23,Rpl23,2810009A01Rik,10090,MGI:1929455
268449,268449,ribosomal protein L23A,Rpl23a,MDA20,10090,MGI:3040672
68193,68193,ribosomal protein L24,Rpl24,"0610008L05Rik, Bst, Zbtb11",10090,MGI:1915443
19941,19941,ribosomal protein L26,Rpl26,SIG-20,10090,MGI:106022
19942,19942,ribosomal protein L27,Rpl27,,10090,MGI:98036
26451,26451,ribosomal protein L27A,Rpl27a,"L27', L27A, L29",10090,MGI:1347076
19943,19943,ribosomal protein L28,Rpl28,D7Wsu21e,10090,MGI:101839
19944,19944,ribosomal protein L29,Rpl29,Rpl43,10090,MGI:99687
27367,27367,ribosomal protein L3,Rpl3,"F2, J1",10090,MGI:1351605
19946,19946,ribosomal protein L30,Rpl30,,10090,MGI:98037
114641,114641,ribosomal protein L31,Rpl31,Dts,10090,MGI:2149632
19951,19951,ribosomal protein L32,Rpl32,rpL32-3A,10090,MGI:98038
621697,621697,ribosomal protein L32-like,Rpl32l,"EG621697, Gm6251",10090,MGI:3644747
68436,68436,ribosomal protein L34,Rpl34,1100001I22Rik,10090,MGI:1915686
619547,619547,"ribosomal protein L34, pseudogene 1",Rpl34-ps1,"EG619547, Gm10239",10090,MGI:3704270
66489,66489,ribosomal protein L35,Rpl35,2410039E09Rik,10090,MGI:1913739
57808,57808,ribosomal protein L35A,Rpl35a,"2810431L15Rik, Rpl35",10090,MGI:1928894
54217,54217,ribosomal protein L36,Rpl36,,10090,MGI:1860603
19982,19982,ribosomal protein L36A,Rpl36a,"L44L, Rpl44",10090,MGI:1201789
66483,66483,ribosomal protein L36A-like,Rpl36al,"2410038A03Rik, RPL36A",10090,MGI:1913733
67281,67281,ribosomal protein L37,Rpl37,3110005M08Rik,10090,MGI:1914531
19981,19981,ribosomal protein L37a,Rpl37a,,10090,MGI:98068
67671,67671,ribosomal protein L38,Rpl38,"0610025G13Rik, Rbt, Ts, Tss",10090,MGI:1914921
67248,67248,ribosomal protein L39,Rpl39,2810465O16Rik,10090,MGI:1914498
68172,68172,ribosomal protein L39-like,Rpl39l,4930517K11Rik,10090,MGI:1915422
66211,66211,ribosomal protein L3-like,Rpl3l,1110057H16Rik,10090,MGI:1913461
67891,67891,ribosomal protein L4,Rpl4,2010004J23Rik,10090,MGI:1915141
67945,67945,ribosomal protein L41,Rpl41,"1810055P16Rik, 2210411K19Rik",10090,MGI:1915195
100503670,100503670,ribosomal protein L5,Rpl5,U21RNA,10090,MGI:102854
19988,19988,ribosomal protein L6,Rpl6,Taxreb107,10090,MGI:108057
19989,19989,ribosomal protein L7,Rpl7,"Rpl7a, Surf-3",10090,MGI:98073
27176,27176,ribosomal protein L7A,Rpl7a,Surf3,10090,MGI:1353472
66229,66229,ribosomal protein L7-like 1,Rpl7l1,1500016H10Rik,10090,MGI:1913479
26961,26961,ribosomal protein L8,Rpl8,,10090,MGI:1350927
20005,20005,ribosomal protein L9,Rpl9,,10090,MGI:1298373
11837,11837,"ribosomal protein, large, P0",Rplp0,"36B4, Arbp, L10E",10090,MGI:1927636
56040,56040,"ribosomal protein, large, P1",Rplp1,"2410042H16Rik, Arpp1, C430017H15Rik",10090,MGI:1927099
67186,67186,"ribosomal protein, large P2",Rplp2,2700049I22Rik,10090,MGI:1914436
103963,103963,ribophorin I,Rpn1,"D6Wsu137e, Rpn-1",10090,MGI:98084
20014,20014,ribophorin II,Rpn2,"1300012C06Rik, Rpn-2",10090,MGI:98085
67053,67053,ribonuclease P 14 subunit,Rpp14,2610511E03Rik,10090,MGI:1914303
67676,67676,ribonuclease P 21 subunit,Rpp21,0610037N01Rik,10090,MGI:1914926
102614,102614,ribonuclease P/MRP 25 subunit,Rpp25,,10090,MGI:2143151
69961,69961,ribonuclease P/MRP 25 subunit-like,Rpp25l,"2810432D09Rik, Rppl25",10090,MGI:1917211
54364,54364,ribonuclease P/MRP 30 subunit,Rpp30,"Rnasep2, TSG15",10090,MGI:1859683
227522,227522,ribonuclease P/MRP 38 subunit,Rpp38,C330006A15Rik,10090,MGI:2443607
208366,208366,ribonuclease P 40 subunit,Rpp40,"D8Bwg1265e, Rnasep1",10090,MGI:1346084
85029,85029,ribonuclease P RNA component H1,Rpph1,"Gm24821, H1RNA, Rmrp5, Rpr",10090,MGI:1934664
225283,225283,regulation of nuclear pre-mRNA domain containing 1A,Rprd1a,mKIAA4077,10090,MGI:2385066
70470,70470,regulation of nuclear pre-mRNA domain containing 1B,Rprd1b,"2610304G08Rik, 2810446G03Rik, Crept",10090,MGI:1917720
75137,75137,regulation of nuclear pre-mRNA domain containing 2,Rprd2,"2810036A19Rik, 4930535B03Rik, 6720469I21Rik, mKIAA0460",10090,MGI:1922387
19783,19783,ribonuclease P RNA-like 1,Rprl1,"Rmrp2, Rpr, Rprh2",10090,MGI:105105
19784,19784,ribonuclease P RNA-like 2,Rprl2,"RPRH3, Rmrp3",10090,MGI:105104
19785,19785,ribonuclease P RNA-like 3,Rprl3,"RPRH4, Rmrp4",10090,MGI:105103
67874,67874,"reprimo, TP53 dependent G2 arrest mediator candidate",Rprm,"2410012A13Rik, Reprimo",10090,MGI:1915124
104582,104582,reprimo-like,Rprml,,10090,MGI:2144486
67097,67097,ribosomal protein S10,Rps10,2210402A09Rik,10090,MGI:1914347
27207,27207,ribosomal protein S11,Rps11,,10090,MGI:1351329
20042,20042,ribosomal protein S12,Rps12,,10090,MGI:98105
68052,68052,ribosomal protein S13,Rps13,2700063M04Rik,10090,MGI:1915302
20044,20044,ribosomal protein S14,Rps14,2600014J02Rik,10090,MGI:98107
20054,20054,ribosomal protein S15,Rps15,rig,10090,MGI:98117
267019,267019,ribosomal protein S15A,Rps15a,A630031B11Rik,10090,MGI:2389091
664903,664903,"ribosomal protein S15A, pseudogene 4",Rps15a-ps4,"Gm13253, Lethe",10090,MGI:3652187
100042173,100042173,"ribosomal protein S15A, pseudogene 6",Rps15a-ps6,Gm11968,10090,MGI:3650298
20055,20055,ribosomal protein S16,Rps16,,10090,MGI:98118
20068,20068,ribosomal protein S17,Rps17,,10090,MGI:1309526
20084,20084,ribosomal protein S18,Rps18,"H-2Ke3, H2-Ke3, Ke-3, ke3",10090,MGI:98146
20085,20085,ribosomal protein S19,Rps19,Dsk3,10090,MGI:1333780
277692,277692,"ribosomal protein S19, pseudogene 3",Rps19-ps3,"Gm13143, Rps19-ps",10090,MGI:3701125
66538,66538,ribosomal protein S19 binding protein 1,Rps19bp1,"2510038A11Rik, S19BP",10090,MGI:1913788
16898,16898,ribosomal protein S2,Rps2,"Llrep3, S4",10090,MGI:105110
67427,67427,ribosomal protein S20,Rps20,"4632426K06Rik, Dsk4",10090,MGI:1914677
66481,66481,ribosomal protein S21,Rps21,"1810049N11Rik, 2410030A14Rik",10090,MGI:1913731
66475,66475,ribosomal protein S23,Rps23,2410044J15Rik,10090,MGI:1913725
546049,546049,"ribosomal protein S23, retrogene 1",Rps23rg1,"2610027C06Rik, C330021F23Rik, Rps23r1",10090,MGI:3612471
20088,20088,ribosomal protein S24,Rps24,,10090,MGI:98147
75617,75617,ribosomal protein S25,Rps25,2810009D21Rik,10090,MGI:1922867
27370,27370,ribosomal protein S26,Rps26,,10090,MGI:1351628
57294,57294,ribosomal protein S27,Rps27,3200001M24Rik,10090,MGI:1888676
78294,78294,ribosomal protein S27A,Rps27a,"0610006J14Rik, Uba52, Ubb, Ubc",10090,MGI:1925544
67941,67941,ribosomal protein S27-like,Rps27l,1810034D23Rik,10090,MGI:1915191
54127,54127,ribosomal protein S28,Rps28,,10090,MGI:1859516
20090,20090,ribosomal protein S29,Rps29,,10090,MGI:107681
27050,27050,ribosomal protein S3,Rps3,"D7Ertd795e, Rs_3",10090,MGI:1350917
20091,20091,ribosomal protein S3A1,Rps3a1,Rps3a,10090,MGI:1202063
66184,66184,ribosomal protein S4-like,Rps4l,"1110033J19Rik, Rps4y2",10090,MGI:1913434
20102,20102,"ribosomal protein S4, X-linked",Rps4x,"Rps4, Rps4-1",10090,MGI:98158
20103,20103,ribosomal protein S5,Rps5,,10090,MGI:1097682
20104,20104,ribosomal protein S6,Rps6,S6R,10090,MGI:98159
20111,20111,ribosomal protein S6 kinase polypeptide 1,Rps6ka1,"Mapkapk-1a, Rsk, Rsk-1, Rsk1, S6K-alpha-1",10090,MGI:104558
20112,20112,"ribosomal protein S6 kinase, polypeptide 2",Rps6ka2,"90kDa, D17Wsu134e, Rps6ka-rs1, Rsk3, p90rsk",10090,MGI:1342290
110651,110651,ribosomal protein S6 kinase polypeptide 3,Rps6ka3,"MAPKAPK-1b, MPK-9, Rsk2, S6K-alpha3, p90RSK3",10090,MGI:104557
56613,56613,"ribosomal protein S6 kinase, polypeptide 4",Rps6ka4,"1110069D02Rik, 90kDa, Msk2, mMSK2",10090,MGI:1930076
73086,73086,"ribosomal protein S6 kinase, polypeptide 5",Rps6ka5,"3110005L17Rik, 6330404E13Rik, MSK1, MSPK1, RLPK",10090,MGI:1920336
67071,67071,ribosomal protein S6 kinase polypeptide 6,Rps6ka6,"2610524K04Rik, RSK4, S6K-alpha-6",10090,MGI:1914321
72508,72508,"ribosomal protein S6 kinase, polypeptide 1",Rps6kb1,"2610318I15Rik, P70S6K1, S6K, S6K-beta-1, S6K1",10090,MGI:1270849
58988,58988,"ribosomal protein S6 kinase, polypeptide 2",Rps6kb2,"S6K-beta-2, S6K2",10090,MGI:1927343
320119,320119,ribosomal protein S6 kinase polypeptide 1,Rps6kc1,"B130003F20Rik, Rpk118",10090,MGI:2443419
238323,238323,ribosomal protein S6 kinase-like 1,Rps6kl1,A830084F09Rik,10090,MGI:2443413
20115,20115,ribosomal protein S7,Rps7,"Mtu, Rps7A, S7",10090,MGI:1333818
20116,20116,ribosomal protein S8,Rps8,,10090,MGI:98166
76846,76846,ribosomal protein S9,Rps9,3010033P07Rik,10090,MGI:1924096
16785,16785,ribosomal protein SA,Rpsa,"67kDa, 67lr, Lamr, Lamr1, Lamrl1",10090,MGI:105381
20129,20129,repetin,Rptn,,10090,MGI:1099055
74370,74370,"regulatory associated protein of MTOR, complex 1",Rptor,"4932417H02Rik, Rap, Raptor, mKIAA1303",10090,MGI:1921620
106707,106707,RNA pseudouridylate synthase domain containing 1,Rpusd1,"2310051D06Rik, Rlucl",10090,MGI:1919186
271842,271842,RNA pseudouridylate synthase domain containing 2,Rpusd2,"4921503C21Rik, 9630001E10",10090,MGI:1918066
101122,101122,RNA pseudouridylate synthase domain containing 3,Rpusd3,,10090,MGI:2141440
71989,71989,RNA pseudouridylate synthase domain containing 4,Rpusd4,2410001E19Rik,10090,MGI:1919239
56437,56437,Ras-related associated with diabetes,Rrad,"REM3, Rad",10090,MGI:1930943
68441,68441,Ras-related GTP binding A,Rraga,"1300010C19Rik, FIP-1, RAGA",10090,MGI:1915691
245670,245670,Ras-related GTP binding B,Rragb,,10090,MGI:3038613
54170,54170,Ras-related GTP binding C,Rragc,"Gtr2, RAGC, TIB929, YGR163W",10090,MGI:1858751
52187,52187,Ras-related GTP binding D,Rragd,"5730543C08Rik, C030003H22Rik, D4Ertd174e",10090,MGI:1098604
20130,20130,related RAS viral (r-ras) oncogene,Rras,Rras1,10090,MGI:98179
66922,66922,related RAS viral (r-ras) oncogene 2,Rras2,"2610016H24Rik, TC21",10090,MGI:1914172
81910,81910,ribosome binding protein 1,Rrbp1,"1700087N07Rik, 5730465C04Rik, ES/130, mKIAA1398, mRRp0",10090,MGI:1932395
68750,68750,ras responsive element binding protein 1,Rreb1,"1110037N09Rik, B930013M22Rik",10090,MGI:2443664
20132,20132,retinal pigment epithelium derived rhodopsin homolog,Rrh,,10090,MGI:1097709
20133,20133,ribonucleotide reductase M1,Rrm1,RnrM1,10090,MGI:98180
20135,20135,ribonucleotide reductase M2,Rrm2,R2,10090,MGI:98181
382985,382985,ribonucleotide reductase M2 B (TP53 inducible),Rrm2b,p53R2,10090,MGI:2155865
106298,106298,RRN3 RNA polymerase I transcription factor homolog (yeast),Rrn3,"E130302O19Rik, TIF-1A, Tif1a",10090,MGI:1925255
229503,229503,ribosomal RNA adenine dimethylase domain containing 1,Rrnad1,Mettl25b,10090,MGI:2387197
18114,18114,ribosomal RNA processing 1,Rrp1,"NNP-1, Nnp1",10090,MGI:1203500
107094,107094,ribosomal RNA processing 12 homolog,Rrp12,mKIAA0690,10090,MGI:2147437
67223,67223,ribosomal RNA processing 15 homolog,Rrp15,"2810430M08Rik, 5430437H21Rik",10090,MGI:1914473
72462,72462,ribosomal RNA processing 1B,Rrp1b,"2600005C20Rik, D030064A17, Kiaa0179, mKIAA0179",10090,MGI:1919712
224823,224823,ribosomal RNA processing 36,Rrp36,,10090,MGI:2385053
74778,74778,ribosomal RNA processing 7 homolog A,Rrp7a,"1110014J01Rik, Kheg1",10090,MGI:1922028
101867,101867,ribosomal RNA processing 8,Rrp8,"1500003O22Rik, 2900001K19Rik, NML",10090,MGI:1914251
27966,27966,"ribosomal RNA processing 9, U3 small nucleolar RNA binding protein",Rrp9,"55kDa, D9Wsu10e, Rnu3ip2, U3-55k",10090,MGI:2384313
59014,59014,ribosome biogenesis regulator 1,Rrs1,"5730466A07Rik, D1Ertd701e, Rrr",10090,MGI:1929721
20147,20147,"retinoschisis (X-linked, juvenile) 1 (human)",Rs1,"Rs1h, Xlrs1, tmgc1",10090,MGI:1336189
237926,237926,radical S-adenosyl methionine domain containing 1,Rsad1,B430319G23,10090,MGI:3039628
58185,58185,radical S-adenosyl methionine domain containing 2,Rsad2,"2510004L01Rik, Vig1, cig5",10090,MGI:1929628
229675,229675,"rosbin, round spermatid basic protein 1",Rsbn1,"C230004D03Rik, E330004N01, KDM9, Rosbin, Rsbn",10090,MGI:2444993
242860,242860,round spermatid basic protein 1-like,Rsbn1l,"8430412F05Rik, C330002G24Rik",10090,MGI:3036237
69994,69994,"regulatory solute carrier protein, family 1, member 1",Rsc1a1,"1700027M01Rik, Rs1",10090,MGI:3526447
233532,233532,remodeling and spacing factor 1,Rsf1,"4832420A03Rik, C030033M12Rik, Gm164, Hbxap, XAP8",10090,MGI:2682305
380855,380855,regulator of sex limited protein 1,Rsl1,rslcan-9,10090,MGI:3044162
66409,66409,ribosomal L1 domain containing 1,Rsl1d1,"2410005K20Rik, pBK1",10090,MGI:1913659
225215,225215,ribosomal L24 domain containing 1,Rsl24d1,2410159K22Rik,10090,MGI:2681840
22092,22092,radial spoke head 1 homolog (Chlamydomonas),Rsph1,"MCA, Tsga2",10090,MGI:1194909
71236,71236,radial spoke head homolog 14 (Chlamydomonas),Rsph14,"4933431K05Rik, Rtdr1",10090,MGI:1918486
66832,66832,radial spoke 3A homolog (Chlamydomonas),Rsph3a,"1700012G05Rik, 4930524H12Rik, Rshl2, Rshl2a",10090,MGI:1914082
100037282,100037282,radial spoke 3B homolog (Chlamydomonas),Rsph3b,Rshl2b,10090,MGI:3630308
212892,212892,radial spoke head 4 homolog A (Chlamydomonas),Rsph4a,"A230081C05, Rshl3",10090,MGI:3027894
83434,83434,radial spoke head 6 homolog A (Chlamydomonas),Rsph6a,"RSP4, Rshl1",10090,MGI:1927643
75564,75564,radial spoke head 9 homolog (Chlamydomonas),Rsph9,1700027N10Rik,10090,MGI:1922814
192199,192199,R-spondin 1,Rspo1,"R-spondin, Rspondin",10090,MGI:2183426
239405,239405,R-spondin 2,Rspo2,"2610028F08Rik, D430027K22, ftls",10090,MGI:1922667
72780,72780,R-spondin 3,Rspo3,"2810459H04Rik, Cristin1, Thsd2",10090,MGI:1920030
228770,228770,R-spondin 4,Rspo4,"A730099F22, A930029K19Rik",10090,MGI:1924467
67610,67610,ring finger and SPRY domain containing 1,Rspry1,4930470D19Rik,10090,MGI:1914860
66880,66880,arginine/serine-rich coiled-coil 1,Rsrc1,"1200013F24Rik, SRrp53",10090,MGI:1914130
208606,208606,arginine/serine-rich coiled-coil 2,Rsrc2,1500011J06Rik,10090,MGI:1913489
27981,27981,arginine/serine rich protein 1,Rsrp1,"2700043I21Rik, D4Ucla2, D4Wsu53e",10090,MGI:106498
20163,20163,Ras suppressor protein 1,Rsu1,"RsuI, rsp-1",10090,MGI:103040
234542,234542,retbindin,Rtbdn,"A330096I21Rik, Rtbnd",10090,MGI:2443686
66368,66368,RNA 3'-terminal phosphate cyclase,Rtca,"2310009A18Rik, RPC, Rtcd1",10090,MGI:1913618
28088,28088,"RNA 2',3'-cyclic phosphate and 5'-OH ligase",Rtcb,"D10Wsu52e, FAAP, HSPC117",10090,MGI:106379
269400,269400,regulator of telomere elongation helicase 1,Rtel1,Rtel,10090,MGI:2139369
76246,76246,"RTF1, Paf1/RNA polymerase II complex component",Rtf1,"2900005O08Rik, 6530416A09Rik, Gtl7, cbp82",10090,MGI:1309480
66404,66404,replication termination factor 2,Rtf2,"1700067C04Rik, 2410001C21Rik, 5730427M17Rik, Rtfdc1",10090,MGI:1913654
20166,20166,rhotekin,Rtkn,,10090,MGI:107371
170799,170799,rhotekin 2,Rtkn2,"B130039D23Rik, Mbf, Plekhk1",10090,MGI:2158417
353326,353326,retrotransposon Gaglike 1,Rtl1,"6430411K18Rik, Mar, Mart1, Mor1, Peg11",10090,MGI:2656842
213436,213436,retrotransposon Gag like 3,Rtl3,"D430021I08Rik, Gm375, Mar3, Mart3, ZHC5",10090,MGI:2685221
619287,619287,retrotransposon Gag like 4,Rtl4,"C230031A03Rik, Mar4, Zcchc16",10090,MGI:3588192
331474,331474,retrotransposon Gag like 5,Rtl5,"6430402L03Rik, Mar5, Mart5, Rgag4, mKIAA2001",10090,MGI:3045324
223732,223732,retrotransposon Gag like 6,Rtl6,"Ldoc1l, Mar6, Mart6",10090,MGI:2675858
66158,66158,retrotransposon Gag like 8A,Rtl8a,"1110012O05Rik, Cxx1a, Mar8.2A/B, Mart8b",10090,MGI:1913408
553127,553127,retrotransposon Gag like 8B,Rtl8b,"Cxx1b, Mart8c",10090,MGI:3576504
72865,72865,retrotransposon Gag like 8C,Rtl8c,"2900027G03Rik, Cxx1c, Mar8.1, Mart8a",10090,MGI:1920115
209540,209540,retrotransposon Gag like 9,Rtl9,"Gm385, Mar9, Mart9, Rgag1",10090,MGI:2685231
104001,104001,reticulon 1,Rtn1,Nsp,10090,MGI:1933947
20167,20167,reticulon 2 (Z-band associated protein),Rtn2,"MMS10-P, Ms10p, NSPLI, Nspl1",10090,MGI:107612
20168,20168,reticulon 3,Rtn3,RTN3-A1,10090,MGI:1339970
68585,68585,reticulon 4,Rtn4,"1110020G17Rik, ASY, C130026I10Rik, NOGO, NSP-CL",10090,MGI:1915835
170728,170728,reticulon 4 interacting protein 1,Rtn4ip1,"D10Ertd690e, NIMP",10090,MGI:2178759
65079,65079,reticulon 4 receptor,Rtn4r,"NOGOR, NgR, NgR1",10090,MGI:2136886
237847,237847,reticulon 4 receptor-like 1,Rtn4rl1,"Ngr3, Ngrh2, Ngrl2",10090,MGI:2661375
269295,269295,reticulon 4 receptor-like 2,Rtn4rl2,"Ngr2, Ngrh1, Ngrl3",10090,MGI:2669796
239766,239766,receptor transporter protein 1,Rtp1,"Gm1766, Gm604",10090,MGI:2685450
224055,224055,receptor transporter protein 2,Rtp2,Gm605,10090,MGI:2685451
235636,235636,receptor transporter protein 3,Rtp3,Tmem7,10090,MGI:2446841
